Account Number,Date,Amount (£)
RWC258,06/02/2025,18
RWC258,06/03/2025,18
RWC258,03/04/2025,£6
RWC258,02/05/2025,£18
RWC258,28/05/2025,£18
RWC258,26/06/2025,£18
RWC258,26/06/2025,£32
RWC258,26/06/2025,£88
RWC259,30/08/2024,30
RWC259,25/10/2024,30
RWC259,13/02/2025,15
RWC259,10/04/2025,£30
RWC259,04/06/2025,£30
RWC26,05/08/2024,15
RWC26,04/09/2024,15
RWC26,04/10/2024,15
RWC26,30/10/2024,15
RWC26,27/11/2024,15
RWC26,17/12/2024,15
RWC26,20/01/2025,15
RWC26,17/02/2025,15
RWC26,17/03/2025,15
RWC26,14/04/2025,£18
RWC26,12/05/2025,£18
RWC26,09/06/2025,£18
RWC26,07/07/2025,£18
RWC260,02/08/2024,30
RWC260,27/09/2024,30
RWC260,25/11/2024,100
RWC260,25/11/2024,30
RWC260,13/01/2025,30
RWC260,13/03/2025,30
RWC260,08/05/2025,£30
RWC260,03/07/2025,£30
RWC261,02/08/2024,45
RWC261,27/09/2024,45
RWC261,25/11/2024,45
RWC261,13/01/2025,45
RWC261,13/03/2025,45
RWC261,05/04/2025,£45
RWC261,08/05/2025,£45
RWC262,02/08/2024,15
RWC262,30/08/2024,15
RWC262,27/09/2024,15
RWC262,13/03/2025,15
RWC262,10/04/2025,15
RWC262,08/05/2025,15
RWC262,04/06/2025,£15
RWC262,03/07/2025,£15
RWC263,09/08/2024,30
RWC263,01/11/2024,30
RWC263,19/12/2024,30
RWC263,13/03/2025,30
RWC263,11/06/2025,£30
RWC264,09/08/2024,15
RWC264,06/09/2024,15
RWC264,03/10/2024,15
RWC264,01/11/2024,15
RWC264,20/12/2024,15
RWC264,19/02/2025,22
RWC264,17/04/2025,£22
RWC264,11/06/2025,£22
RWC265,09/08/2024,25
RWC265,06/09/2024,25
RWC265,03/10/2024,25
RWC265,01/11/2024,25
RWC265,29/11/2024,25
RWC265,20/12/2024,25
RWC265,23/01/2025,25
RWC265,20/02/2025,25
RWC265,19/03/2025,25
RWC265,15/05/2025,30
RWC265,11/06/2025,£30
RWC265,10/07/2025,£30
RWC266,09/08/2024,15
RWC266,06/09/2024,15
RWC266,03/10/2024,15
RWC266,01/11/2024,15
RWC266,29/11/2024,15
RWC266,19/12/2024,15
RWC266,23/01/2025,15
RWC266,20/02/2025,15
RWC266,19/03/2025,15
RWC266,17/04/2025,£18
RWC266,15/05/2025,£18
RWC266,11/06/2025,£18
RWC266,11/07/2025,£18
RWC267,09/08/2024,15
RWC267,06/09/2024,15
RWC267,03/10/2024,15
RWC267,01/11/2024,15
RWC267,29/11/2024,15
RWC267,20/12/2024,15
RWC267,23/01/2025,15
RWC267,19/02/2025,15
RWC267,19/03/2025,15
RWC267,17/04/2025,£15
RWC267,15/05/2025,£15
RWC267,11/06/2025,£15
RWC267,10/07/2025,£15
RWC268,13/08/2024,15
RWC268,09/10/2024,15
RWC268,06/11/2024,15
RWC268,03/12/2024,15
RWC268,02/01/2025,15
RWC268,28/01/2025,15
RWC268,25/02/2025,15
RWC268,25/03/2025,£15
RWC268,25/03/2025,£5
RWC268,23/04/2025,£15
RWC268,20/05/2025,£15
RWC268,17/06/2025,£15
RWC27,13/08/2024,30
RWC27,08/10/2024,30
RWC27,02/12/2024,30
RWC27,27/01/2025,30
RWC27,24/03/2025,£30
RWC27,19/05/2025,£35
RWC270,02/09/2024,18
RWC270,24/09/2024,18
RWC270,29/10/2024,10
RWC270,22/11/2024,18
RWC270,12/12/2024,18
RWC270,14/01/2025,18
RWC270,11/02/2025,18
RWC270,11/03/2025,18
RWC270,08/04/2025,£18
RWC270,03/06/2025,£18
RWC270,02/07/2025,£18
RWC271,22/08/2024,20
RWC271,16/09/2024,20
RWC271,17/10/2024,20
RWC271,14/11/2024,20
RWC271,09/12/2024,20
RWC271,09/01/2025,20
RWC271,05/02/2025,20
RWC271,04/03/2025,20
RWC271,02/04/2025,£20
RWC271,29/04/2025,£20
RWC271,27/05/2025,£20
RWC271,25/06/2025,£20
RWC272,29/08/2024,35
RWC272,24/10/2024,35
RWC272,16/12/2024,35
RWC272,12/02/2025,35
RWC272,09/04/2025,£35
RWC272,04/06/2025,£35
RWC273,12/08/2024,30
RWC273,08/10/2024,30
RWC273,09/10/2024,20
RWC273,09/10/2024,30
RWC273,05/11/2024,20
RWC273,05/11/2024,30
RWC273,02/12/2024,30
RWC273,31/12/2024,20
RWC273,31/12/2024,30
RWC273,27/01/2025,30
RWC273,24/02/2025,30
RWC273,24/02/2025,20
RWC273,24/03/2025,£30
RWC273,21/04/2025,£20
RWC273,21/04/2025,£30
RWC273,19/05/2025,£30
RWC273,16/06/2025,£20
RWC273,16/06/2025,£30
RWC273,16/06/2025,£56
RWC274,22/08/2024,30
RWC274,16/10/2024,30
RWC274,09/12/2024,30
RWC274,05/02/2025,30
RWC274,02/04/2025,£30
RWC274,27/05/2025,£30
RWC275,22/08/2024,18
RWC275,17/09/2024,18
RWC275,18/10/2024,18
RWC275,14/11/2024,18
RWC275,10/12/2024,18
RWC275,13/01/2025,18
RWC275,06/02/2025,18
RWC275,06/03/2025,18
RWC275,03/04/2025,£18
RWC275,02/05/2025,£18
RWC275,28/05/2025,£18
RWC276,26/08/2024,25
RWC276,23/09/2024,25
RWC276,22/10/2024,25
RWC276,18/11/2024,25
RWC276,11/12/2024,25
RWC276,16/01/2025,25
RWC276,10/02/2025,25
RWC276,10/03/2025,25
RWC276,07/04/2025,£25
RWC276,06/05/2025,£25
RWC276,02/06/2025,£25
RWC276,30/06/2025,£25
RWC277,03/09/2024,18
RWC277,24/09/2024,18
RWC277,29/10/2024,18
RWC277,22/11/2024,18
RWC277,12/12/2024,18
RWC277,14/01/2025,18
RWC277,12/02/2025,18
RWC277,11/03/2025,18
RWC277,08/04/2025,£18
RWC277,05/05/2025,£18
RWC277,03/06/2025,£18
RWC277,03/07/2025,£18
RWC278,08/08/2024,15
RWC278,05/09/2024,15
RWC278,31/10/2024,15
RWC278,28/11/2024,15
RWC278,18/12/2024,7.5
RWC278,22/01/2025,15
RWC278,19/02/2025,15
RWC278,18/03/2025,15
RWC278,16/04/2025,7.5
RWC278,13/05/2025,£15
RWC278,10/06/2025,£15
RWC278,08/07/2025,£15
RWC279,22/08/2024,12
RWC279,17/09/2024,12
RWC279,18/10/2024,12
RWC279,14/11/2024,12
RWC279,10/12/2024,12
RWC279,13/01/2025,12
RWC279,06/02/2025,12
RWC279,06/03/2025,12
RWC279,03/04/2025,£12
RWC279,01/05/2025,£12
RWC279,28/05/2025,£12
RWC279,30/06/2025,£12
RWC28,18/09/2024,25
RWC28,13/11/2024,25
RWC28,08/01/2025,25
RWC28,05/03/2025,25
RWC28,29/04/2025,£25
RWC28,24/06/2025,£25
RWC280,22/08/2024,50
RWC280,19/09/2024,50
RWC280,17/10/2024,50
RWC280,15/11/2024,50
RWC280,09/01/2025,50
RWC280,05/02/2025,50
RWC280,06/03/2025,50
RWC280,03/04/2025,£50
RWC280,02/05/2025,£60
RWC280,28/05/2025,£60
RWC280,30/06/2025,£60
RWC281,13/08/2024,18
RWC281,09/10/2024,18
RWC281,06/11/2024,18
RWC281,03/12/2024,18
RWC281,02/01/2025,18
RWC281,28/01/2025,50
RWC281,28/01/2025,18
RWC281,26/02/2025,18
RWC281,25/03/2025,£18
RWC281,23/04/2025,£18
RWC281,20/05/2025,£18
RWC281,17/06/2025,£18
RWC282,15/04/2025,£64
RWC283,02/09/2024,22
RWC283,29/10/2024,10
RWC283,12/12/2024,22
RWC283,11/02/2025,22
RWC283,08/04/2025,£10
RWC283,03/06/2025,£22
RWC284,23/09/2024,30
RWC284,19/11/2024,30
RWC284,16/01/2025,30
RWC284,10/03/2025,30
RWC284,06/05/2025,£20
RWC284,01/07/2025,£30
RWC285,12/08/2024,15
RWC285,08/10/2024,15
RWC285,09/10/2024,15
RWC285,05/11/2024,15
RWC285,02/12/2024,15
RWC285,31/12/2024,15
RWC285,27/01/2025,15
RWC285,24/02/2025,15
RWC285,24/03/2025,£15
RWC285,21/04/2025,£15
RWC285,19/05/2025,£15
RWC285,16/06/2025,£15
RWC286,02/08/2024,22
RWC286,25/09/2024,22
RWC286,25/11/2024,22
RWC286,13/01/2025,22
RWC286,13/03/2025,40
RWC286,13/03/2025,22
RWC286,08/05/2025,£22
RWC286,03/07/2025,£22
RWC287,14/08/2024,18
RWC287,10/10/2024,18
RWC287,07/11/2024,18
RWC287,09/11/2024,18
RWC287,04/12/2024,18
RWC287,03/01/2025,9
RWC287,29/01/2025,18
RWC287,26/02/2025,9
RWC287,26/03/2025,£18
RWC287,24/04/2025,£18
RWC287,22/05/2025,£18
RWC287,18/06/2025,£18
RWC288,08/08/2024,18
RWC288,06/09/2024,18
RWC288,03/10/2024,18
RWC288,01/11/2024,18
RWC288,28/11/2024,18
RWC288,20/12/2024,18
RWC288,23/01/2025,18
RWC288,19/02/2025,18
RWC288,19/03/2025,18
RWC288,14/04/2025,£18
RWC288,15/05/2025,£18
RWC288,10/06/2025,£18
RWC288,10/07/2025,£18
RWC289,08/08/2024,18
RWC289,06/09/2024,18
RWC289,03/10/2024,18
RWC289,01/11/2024,18
RWC289,28/11/2024,18
RWC289,20/12/2024,18
RWC289,23/01/2025,18
RWC289,19/02/2025,18
RWC289,19/03/2025,18
RWC289,14/04/2025,£18
RWC289,15/05/2025,£18
RWC289,10/06/2025,£18
RWC289,10/07/2025,£18
RWC29,23/09/2024,10
RWC29,19/11/2024,10
RWC29,16/01/2025,10
RWC29,10/03/2025,10
RWC29,06/05/2025,£10
RWC29,02/07/2025,£10
RWC290,09/08/2024,15
RWC290,06/09/2024,15
RWC290,03/10/2024,15
RWC290,01/11/2024,15
RWC290,29/11/2024,15
RWC290,20/12/2024,15
RWC290,23/01/2025,15
RWC290,19/02/2025,15
RWC290,19/03/2025,15
RWC290,17/04/2025,£18
RWC290,15/05/2025,£18
RWC290,11/06/2025,£18
RWC290,10/07/2025,£18
RWC291,12/08/2024,25
RWC291,08/10/2024,25
RWC291,02/12/2024,25
RWC291,27/01/2025,25
RWC291,24/03/2025,£25
RWC291,19/05/2025,£25
RWC292,15/08/2024,15
RWC292,13/09/2024,15
RWC292,11/10/2024,15
RWC292,07/11/2024,15
RWC292,04/12/2024,15
RWC292,03/01/2025,15
RWC292,30/01/2025,15
RWC292,26/02/2025,15
RWC292,25/03/2025,£15
RWC292,24/04/2025,£15
RWC292,22/05/2025,£15
RWC292,18/06/2025,£15
RWC293,14/08/2024,18
RWC293,10/10/2024,18
RWC293,06/11/2024,18
RWC293,09/11/2024,18
RWC293,03/12/2024,18
RWC293,02/01/2025,18
RWC293,29/01/2025,18
RWC293,26/02/2025,18
RWC293,25/03/2025,£18
RWC293,23/04/2025,£18
RWC293,20/05/2025,£18
RWC293,17/06/2025,£18
RWC294,18/09/2024,22
RWC294,12/11/2024,22
RWC294,07/01/2025,22
RWC294,04/03/2025,22
RWC294,28/04/2025,£22
RWC294,23/06/2025,£25
RWC295,02/08/2024,22
RWC295,26/09/2024,22
RWC295,22/11/2024,22
RWC295,15/01/2025,22
RWC295,13/03/2025,22
RWC295,07/05/2025,£22
RWC295,03/07/2025,£22
RWC296,13/08/2024,12
RWC296,09/09/2024,12
RWC296,09/10/2024,12
RWC296,06/11/2024,12
RWC296,03/12/2024,12
RWC296,02/01/2025,12
RWC296,28/01/2025,12
RWC296,25/02/2025,0
RWC296,25/03/2025,£12
RWC296,23/04/2025,£12
RWC296,20/05/2025,£12
RWC296,17/06/2025,£12
RWC297,04/09/2024,30
RWC297,30/10/2024,30
RWC297,17/12/2024,30
RWC297,18/02/2025,30
RWC297,15/04/2025,£30
RWC297,09/06/2025,£30
RWC298,02/08/2024,12
RWC298,30/08/2024,12
RWC298,27/09/2024,12
RWC298,25/10/2024,12
RWC298,25/11/2024,12
RWC298,16/12/2024,12
RWC298,13/01/2025,12
RWC298,13/02/2025,12
RWC298,13/03/2025,12
RWC298,10/04/2025,£12
RWC298,08/05/2025,£12
RWC298,03/07/2025,£12
RWC299,22/08/2024,12
RWC299,17/10/2024,12
RWC299,10/12/2024,12
RWC299,05/02/2025,12
RWC299,02/04/2025,12
RWC299,27/05/2025,12
RWC3,02/09/2024,20
RWC3,24/10/2024,20
RWC3,11/12/2024,20
RWC3,10/02/2025,20
RWC3,07/04/2025,£20
RWC3,02/06/2025,£20
RWC30,24/09/2024,75
RWC30,19/11/2024,75
RWC30,14/01/2025,75
RWC30,11/03/2025,75
RWC30,06/05/2025,£75
RWC30,02/07/2025,£75
RWC300,09/08/2024,15
RWC300,06/09/2024,15
RWC300,03/10/2024,15
RWC300,01/11/2024,15
RWC300,29/11/2024,15
RWC300,20/12/2024,15
RWC300,23/01/2025,15
RWC300,19/02/2025,15
RWC300,19/03/2025,15
RWC300,17/04/2025,£15
RWC300,15/05/2025,£15
RWC300,11/06/2025,£15
RWC300,10/07/2025,£15
RWC301,22/08/2024,25
RWC301,17/10/2024,25
RWC301,10/12/2024,25
RWC301,05/02/2025,25
RWC301,02/04/2025,£25
RWC301,27/05/2025,£25
RWC303,26/08/2024,12
RWC303,23/09/2024,12
RWC303,22/10/2024,12
RWC303,18/11/2024,12
RWC303,11/12/2024,12
RWC303,16/01/2025,12
RWC303,10/02/2025,12
RWC303,10/03/2025,12
RWC303,07/04/2025,£12
RWC303,06/05/2025,£12
RWC303,02/06/2025,£12
RWC303,30/06/2025,£12
RWC304,09/08/2024,15
RWC304,06/09/2024,15
RWC304,03/10/2024,15
RWC304,01/11/2024,15
RWC304,29/11/2024,15
RWC304,19/12/2024,15
RWC304,23/01/2025,15
RWC304,20/02/2025,15
RWC304,19/03/2025,15
RWC304,14/04/2025,£15
RWC304,21/04/2025,£0
RWC304,15/05/2025,£15
RWC304,11/06/2025,£15
RWC304,11/07/2025,£15
RWC305,04/09/2024,25
RWC305,30/10/2024,25
RWC305,17/12/2024,25
RWC305,17/02/2025,25
RWC305,14/04/2025,£12
RWC305,09/06/2025,£30
RWC306,15/08/2024,25
RWC306,13/09/2024,25
RWC306,11/10/2024,25
RWC306,07/11/2024,25
RWC306,03/01/2025,25
RWC306,30/01/2025,45
RWC306,30/01/2025,70
RWC306,30/01/2025,25
RWC306,30/01/2025,40
RWC306,30/01/2025,40
RWC306,30/01/2025,40
RWC306,27/03/2025,£25
RWC306,24/04/2025,£25
RWC306,22/05/2025,£25
RWC306,18/06/2025,£25
RWC307,01/08/2024,20
RWC307,28/08/2024,20
RWC307,25/09/2024,20
RWC307,24/10/2024,20
RWC307,26/11/2024,20
RWC307,12/12/2024,20
RWC307,15/01/2025,20
RWC307,12/02/2025,20
RWC307,12/03/2025,20
RWC307,09/04/2025,22
RWC307,07/05/2025,22
RWC307,03/06/2025,£22
RWC308,05/08/2024,15
RWC308,04/09/2024,15
RWC308,04/10/2024,15
RWC308,30/10/2024,15
RWC308,27/11/2024,15
RWC308,17/12/2024,15
RWC308,20/01/2025,15
RWC308,17/02/2025,15
RWC308,17/03/2025,15
RWC308,14/04/2025,£15
RWC308,12/05/2025,£15
RWC308,09/06/2025,£15
RWC308,07/07/2025,£15
RWC309,09/09/2024,35
RWC309,06/11/2024,35
RWC309,02/01/2025,35
RWC309,25/02/2025,35
RWC309,23/04/2025,£35
RWC309,17/06/2025,£35
RWC31,02/09/2024,15
RWC31,23/09/2024,15
RWC31,22/10/2024,15
RWC31,19/11/2024,15
RWC31,11/12/2024,15
RWC31,16/01/2025,15
RWC31,11/02/2025,15
RWC31,10/03/2025,15
RWC31,07/04/2025,£15
RWC31,06/05/2025,£15
RWC31,02/06/2025,£15
RWC31,02/07/2025,£15
RWC310,08/08/2024,12
RWC310,05/09/2024,12
RWC310,02/10/2024,12
RWC310,31/10/2024,12
RWC310,28/11/2024,12
RWC310,18/12/2024,43
RWC310,18/12/2024,40
RWC310,18/12/2024,12
RWC310,22/01/2025,12
RWC310,19/02/2025,12
RWC310,18/03/2025,12
RWC310,16/04/2025,£12
RWC310,14/05/2025,£12
RWC310,10/06/2025,£12
RWC310,09/07/2025,£12
RWC311,16/09/2024,12
RWC311,10/12/2024,12
RWC311,05/02/2025,12
RWC311,02/04/2025,£12
RWC311,28/05/2025,£12
RWC312,21/08/2024,20
RWC312,05/12/2024,20
RWC312,04/02/2025,20
RWC312,01/04/2025,£20
RWC312,27/05/2025,£22
RWC313,20/08/2024,10
RWC313,17/09/2024,10
RWC313,15/10/2024,10
RWC313,12/11/2024,10
RWC313,05/12/2024,10
RWC313,07/01/2025,10
RWC313,30/01/2025,10
RWC313,04/03/2025,10
RWC313,01/04/2025,£10
RWC313,28/04/2025,£10
RWC313,26/05/2025,£10
RWC313,23/06/2025,£10
RWC314,01/08/2024,12
RWC314,28/08/2024,12
RWC314,25/09/2024,12
RWC314,24/10/2024,12
RWC314,22/11/2024,12
RWC314,12/12/2024,12
RWC314,15/01/2025,12
RWC314,12/02/2025,12
RWC314,12/03/2025,12
RWC314,08/04/2025,£15
RWC314,07/05/2025,£15
RWC314,03/06/2025,£15
RWC315,09/08/2024,12
RWC315,06/09/2024,12
RWC315,03/10/2024,12
RWC315,01/11/2024,12
RWC315,29/11/2024,12
RWC315,20/12/2024,12
RWC315,23/01/2025,12
RWC315,19/02/2025,12
RWC315,19/03/2025,12
RWC315,17/04/2025,£15
RWC315,15/05/2025,£15
RWC315,11/06/2025,£15
RWC315,10/07/2025,£15
RWC316,22/08/2024,9
RWC316,18/10/2024,18
RWC316,10/12/2024,18
RWC316,06/02/2025,9
RWC316,03/04/2025,£18
RWC316,28/05/2025,£18
RWC317,06/08/2024,20
RWC317,04/09/2024,20
RWC317,01/10/2024,20
RWC317,31/10/2024,20
RWC317,28/11/2024,20
RWC317,18/12/2024,20
RWC317,21/01/2025,20
RWC317,18/02/2025,20
RWC317,18/03/2025,20
RWC317,15/04/2025,£22
RWC317,13/05/2025,£22
RWC317,09/06/2025,£22
RWC317,08/07/2025,£22
RWC318,22/08/2024,15
RWC318,16/09/2024,15
RWC318,17/10/2024,15
RWC318,14/11/2024,15
RWC318,10/12/2024,8
RWC318,09/01/2025,15
RWC318,05/02/2025,15
RWC318,04/03/2025,10
RWC318,02/04/2025,£15
RWC318,29/04/2025,£18
RWC318,27/05/2025,£18
RWC318,25/06/2025,£18
RWC319,05/08/2024,18
RWC319,03/09/2024,18
RWC319,04/10/2024,18
RWC319,30/10/2024,18
RWC319,27/11/2024,18
RWC319,17/12/2024,18
RWC319,20/01/2025,18
RWC319,17/02/2025,18
RWC319,17/03/2025,18
RWC319,14/04/2025,£22
RWC319,12/05/2025,£22
RWC319,09/06/2025,£22
RWC319,07/07/2025,£22
RWC32,16/09/2024,30
RWC32,12/11/2024,30
RWC32,07/01/2025,30
RWC32,03/03/2025,30
RWC32,28/04/2025,£30
RWC32,23/06/2025,£30
RWC321,05/08/2024,20
RWC321,03/09/2024,20
RWC321,04/10/2024,20
RWC321,27/11/2024,20
RWC321,17/12/2024,20
RWC321,20/01/2025,20
RWC321,17/03/2025,20
RWC321,12/05/2025,£25
RWC321,09/06/2025,£25
RWC321,07/07/2025,£25
RWC322,06/11/2024,35
RWC322,02/01/2025,35
RWC322,25/02/2025,15
RWC322,23/04/2025,£35
RWC322,17/06/2025,£35
RWC323,05/08/2024,15
RWC323,03/09/2024,15
RWC323,04/10/2024,15
RWC323,30/10/2024,15
RWC323,27/11/2024,15
RWC323,17/12/2024,15
RWC323,20/01/2025,15
RWC323,17/02/2025,15
RWC323,17/03/2025,15
RWC323,14/04/2025,£20
RWC323,12/05/2025,£20
RWC323,09/06/2025,£20
RWC323,07/07/2025,£20
RWC324,03/09/2024,20
RWC324,30/10/2024,25
RWC324,17/12/2024,25
RWC324,17/02/2025,25
RWC324,14/04/2025,£25
RWC324,09/06/2025,£30
RWC325,09/10/2024,18
RWC325,05/11/2024,18
RWC325,31/12/2024,18
RWC325,24/02/2025,18
RWC325,21/04/2025,£18
RWC325,16/06/2025,£22
RWC326,05/08/2024,22
RWC326,04/10/2024,22
RWC326,27/11/2024,22
RWC326,20/01/2025,22
RWC326,17/03/2025,22
RWC326,12/05/2025,£25
RWC326,07/07/2025,£25
RWC327,13/08/2024,12
RWC327,09/09/2024,12
RWC327,09/10/2024,12
RWC327,08/11/2024,8
RWC327,03/12/2024,12
RWC327,31/12/2024,12
RWC327,28/01/2025,12
RWC327,25/02/2025,12
RWC327,22/04/2025,£12
RWC327,19/05/2025,£12
RWC327,16/06/2025,£12
RWC328,26/08/2024,20
RWC328,23/09/2024,20
RWC328,22/10/2024,20
RWC328,18/11/2024,20
RWC328,16/01/2025,20
RWC328,10/02/2025,20
RWC328,11/03/2025,20
RWC328,07/04/2025,£22
RWC328,06/05/2025,£22
RWC328,02/06/2025,£22
RWC328,30/06/2025,£22
RWC33,05/08/2024,20
RWC33,04/10/2024,20
RWC33,27/11/2024,20
RWC33,20/01/2025,20
RWC33,17/03/2025,20
RWC33,12/05/2025,£20
RWC33,07/07/2025,£20
RWC330,14/08/2024,12
RWC330,11/10/2024,12
RWC330,07/11/2024,12
RWC330,09/11/2024,12
RWC330,04/12/2024,12
RWC330,03/01/2025,12
RWC330,29/01/2025,12
RWC330,26/02/2025,12
RWC330,26/03/2025,£12
RWC330,23/04/2025,£15
RWC330,22/05/2025,£15
RWC330,18/06/2025,£15
RWC332,15/08/2024,18
RWC332,11/10/2024,18
RWC332,04/12/2024,18
RWC332,30/01/2025,18
RWC332,27/03/2025,£18
RWC332,22/05/2025,£18
RWC333,14/08/2024,5
RWC333,11/10/2024,5
RWC333,07/11/2024,5
RWC333,09/11/2024,5
RWC333,04/12/2024,5
RWC333,03/01/2025,5
RWC333,29/01/2025,5
RWC333,26/02/2025,5
RWC333,26/03/2025,£5
RWC333,23/04/2025,£8
RWC333,22/05/2025,£8
RWC333,18/06/2025,£8
RWC334,15/08/2024,75
RWC334,15/08/2024,10
RWC334,11/10/2024,10
RWC334,11/10/2024,75
RWC334,04/12/2024,10
RWC334,04/12/2024,75
RWC334,30/01/2025,10
RWC334,30/01/2025,75
RWC334,27/03/2025,£10
RWC334,24/04/2025,£10
RWC334,24/04/2025,£75
RWC334,22/05/2025,£10
RWC334,22/05/2025,£75
RWC335,01/08/2024,20
RWC335,30/08/2024,20
RWC335,26/09/2024,20
